displayName,team,rushAtt,rushYds,rushTD,receptions,recYds,recTD,fumblesLost
DuJuan Harris,GB,2.0,10.0,0.0,1.0,3.0,0.0,0.0
Matt Asiata,MIN,3.0,9.0,0.0,1.0,0.0,0.0,0.0
Lorenzo Taliaferro,BAL,2.0,9.0,0.0,0.0,0.0,0.0,0.0
Peyton Hillis,NYG,1.0,7.0,0.0,1.0,3.0,0.0,0.0
Antone Smith,ATL,2.0,7.0,0.0,0.0,0.0,0.0,0.0
Mike James,TB,1.0,6.0,0.0,1.0,3.0,0.0,0.0
Marcel Reece,OAK,2.0,5.0,0.0,1.0,12.0,0.0,0.0
Dan Herron,IND,1.0,5.0,0.0,1.0,2.0,0.0,0.0
Dri Archer,PIT,1.0,5.0,0.0,1.0,12.0,0.0,0.0
Silas Redd,WAS,1.0,5.0,0.0,0.0,0.0,0.0,0.0
LaMichael James,MIA,1.0,5.0,0.0,1.0,6.0,0.0,0.0
DeAnthony Thomas,KC,1.0,5.0,0.0,2.0,8.0,0.0,0.0
Jackie Battle,TEN,5.0,4.0,0.0,0.0,0.0,0.0,0.0
Juwan Thompson,DEN,1.0,3.0,0.0,0.0,0.0,0.0,0.0
John Kuhn,GB,1.0,2.0,0.0,1.0,5.0,0.0,0.0
Storm Johnson,JAC,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Damien Williams,MIA,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Christine Michael,SEA,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cedric Peerman,CIN,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Darrel Young,WAS,0.0,1.0,0.0,2.0,6.0,0.0,0.0
Bruce Miller,SF,0.0,0.0,0.0,2.0,10.0,0.0,0.0
Jerome Felton,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyrus Gray,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jed Collins,DET,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Ray Agnew,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Hynoski,NYG,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Anthony Sherman,KC,0.0,0.0,0.0,1.0,4.0,0.0,0.0
Senorise Perry,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick DiMarco,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zurlon Tipton,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Hughes,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Brown,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Develin,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branden Oliver,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Johnson,PIT,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Tony Fiammetta,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Juszczyk,BAL,0.0,0.0,0.0,1.0,3.0,0.0,0.0
Frank Summers,BUF,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Leon Washington,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fozzy Whittaker,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorvorskie Lane,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Taufoou,JAC,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Joseph Randle,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Polk,PHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamize Olawale,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Clutts,DAL,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Vick Ballard,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Coleman,SEA,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Chase Reynolds,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
