displayName,team,passCmp,passAtt,passYds,passTD,passInt,rushYds,rushTD,fumblesLost
EJ Manuel,BUF,0.7,1.0,7.4,0.0,0.0,0.9,0.0,0.0
Colt McCoy,WAS,0.6,0.7,6.8,0.0,0.0,0.5,0.0,0.0
Matt Hasselbeck,IND,0.5,0.8,6.6,0.0,0.0,0.1,0.0,0.0
Matt McGloin,OAK,0.6,0.6,5.7,0.0,0.0,0.0,0.0,0.0
Brock Osweiler,DEN,0.5,0.7,5.5,0.0,0.0,0.2,0.0,0.0
Derek Anderson,CAR,0.5,0.7,5.4,0.0,0.0,0.2,0.0,0.0
Scott Tolzien,GB,0.4,0.7,4.8,0.0,0.0,0.3,0.0,0.0
Jimmy Garoppolo,NE,0.4,0.6,4.7,0.0,0.0,0.1,0.0,0.0
Ryan Nassib,NYG,0.4,0.6,4.5,0.0,0.0,0.2,0.0,0.0
Austin Davis,CLE,0.4,0.1,4.5,0.0,0.0,0.2,0.0,0.0
Jimmy Clausen,CHI,0.4,0.6,4.1,0.0,0.0,0.2,0.0,0.0
Kellen Clemens,SD,0.3,0.4,3.9,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,DAL,0.2,0.2,2.7,0.0,0.0,0.2,0.0,0.0
Michael Vick,PIT,0.2,0.5,2.6,0.0,0.0,0.3,0.0,0.0
Luke McCown,NO,0.2,0.3,2.4,0.0,0.0,0.0,0.0,0.0
Landry Jones,PIT,0.2,0.1,2.4,0.0,0.0,0.0,0.0,0.0
Matt Moore,MIA,0.2,0.3,2.3,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,WAS,0.2,0.2,2.1,0.0,0.0,0.4,0.0,0.0
Sean Renfree,ATL,0.1,0.2,1.1,0.0,0.0,0.0,0.0,0.0
Charlie Whitehurst,TEN,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0
AJ McCarron,CIN,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.0
Bryce Petty,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Grayson,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Siemian,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Moore,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Morris,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Johnson,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fales,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Yates,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Stanton,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Romo,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brad Sorensen,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Heinicke,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
